Order Date,Ship Mode,Segment,Region,Category,Sales
22/12/2018,Standard Class,Consumer,Central,Furniture,607.52
22/12/2018,Standard Class,Consumer,Central,Office Supplies,31.16
27/12/2017,Standard Class,Consumer,South,Office Supplies,2.61
20/05/2015,Second Class,Corporate,Central,Furniture,10.332
20/05/2015,Second Class,Corporate,Central,Office Supplies,10.368
20/05/2015,Second Class,Corporate,Central,Technology,20.784
20/05/2015,Second Class,Corporate,Central,Office Supplies,66.96
04/02/2015,Second Class,Corporate,West,Office Supplies,17.248
09/12/2018,Standard Class,Consumer,East,Office Supplies,11.088
11/07/2018,Standard Class,Corporate,West,Technology,1287.45
11/07/2018,Standard Class,Corporate,West,Office Supplies,168.1
15/05/2016,Standard Class,Corporate,East,Office Supplies,51.968
29/01/2018,First Class,Consumer,East,Office Supplies,4.768
29/09/2018,First Class,Corporate,East,Office Supplies,7.98
23/04/2018,First Class,Consumer,West,Office Supplies,18.688
23/04/2018,First Class,Consumer,West,Furniture,11.664
09/11/2018,Standard Class,Home Office,South,Technology,191.976
09/11/2018,Standard Class,Home Office,South,Technology,499.168
05/05/2015,First Class,Corporate,South,Office Supplies,11.88
05/05/2015,First Class,Corporate,South,Office Supplies,35.44
27/10/2017,Standard Class,Home Office,West,Office Supplies,67.136
26/11/2015,Standard Class,Corporate,West,Office Supplies,4.32
26/11/2015,Standard Class,Corporate,West,Office Supplies,14.94
26/11/2015,Standard Class,Corporate,West,Office Supplies,40.54
26/11/2015,Standard Class,Corporate,West,Office Supplies,7.312
31/12/2015,Same Day,Home Office,West,Technology,475.944
03/01/2017,Standard Class,Corporate,Central,Technology,30.08
03/01/2017,Standard Class,Corporate,Central,Technology,165.6
03/01/2017,Standard Class,Corporate,Central,Technology,180.96
18/08/2018,Standard Class,Consumer,East,Technology,23.18
04/06/2015,Standard Class,Consumer,East,Furniture,56.96
04/06/2015,Standard Class,Consumer,East,Office Supplies,15.56
04/06/2015,Standard Class,Consumer,East,Furniture,353.568
04/06/2015,Standard Class,Consumer,East,Furniture,13.96
13/11/2018,Second Class,Consumer,West,Technology,82.95
28/01/2017,Second Class,Corporate,West,Office Supplies,39.68
09/11/2017,Standard Class,Consumer,West,Technology,479.97
10/09/2017,Standard Class,Consumer,West,Office Supplies,7.38
10/09/2017,Standard Class,Consumer,West,Office Supplies,14.256
10/09/2017,Standard Class,Consumer,West,Office Supplies,81.98
10/09/2017,Standard Class,Consumer,West,Office Supplies,39.624
03/03/2018,Standard Class,Corporate,West,Furniture,399.672
08/09/2018,Second Class,Corporate,East,Office Supplies,65.12
06/11/2018,Second Class,Consumer,Central,Furniture,30.56
13/05/2018,Standard Class,Corporate,South,Office Supplies,20.768
27/11/2017,Standard Class,Consumer,West,Office Supplies,39.808
13/11/2016,Standard Class,Consumer,South,Office Supplies,121.104
13/11/2016,Standard Class,Consumer,South,Technology,111.96
08/12/2016,Standard Class,Corporate,West,Office Supplies,15.696
07/09/2016,Standard Class,Corporate,East,Office Supplies,70.26
07/09/2016,Standard Class,Corporate,East,Technology,90.0
07/09/2016,Standard Class,Corporate,East,Office Supplies,6.096
07/09/2016,Standard Class,Corporate,East,Furniture,481.176
07/09/2016,Standard Class,Corporate,East,Office Supplies,7.24
28/07/2017,First Class,Consumer,East,Furniture,177.45
28/07/2017,First Class,Consumer,East,Office Supplies,1369.764
28/07/2017,First Class,Consumer,East,Office Supplies,9.48
25/08/2018,Standard Class,Consumer,East,Furniture,130.98
30/04/2015,First Class,Consumer,South,Office Supplies,174.95
30/04/2015,First Class,Consumer,South,Office Supplies,826.0
27/04/2018,Standard Class,Consumer,West,Furniture,139.58
23/07/2018,First Class,Home Office,Central,Technology,399.95
13/12/2015,Second Class,Corporate,South,Office Supplies,12.39
12/01/2018,Standard Class,Corporate,Central,Office Supplies,760.98
02/12/2018,Same Day,Consumer,West,Office Supplies,67.86
08/11/2016,Standard Class,Corporate,South,Office Supplies,31.504
08/11/2016,Standard Class,Corporate,South,Office Supplies,5.04
08/11/2016,Standard Class,Corporate,South,Office Supplies,39.879
08/11/2016,Standard Class,Corporate,South,Furniture,4.712
25/11/2017,Standard Class,Consumer,West,Furniture,194.352
05/12/2016,First Class,Corporate,South,Furniture,97.424
29/07/2017,Standard Class,Consumer,South,Office Supplies,704.76
29/07/2017,Standard Class,Consumer,South,Office Supplies,27.396
13/09/2015,Same Day,Consumer,West,Office Supplies,5.7
13/09/2015,Same Day,Consumer,West,Furniture,14.19
13/09/2015,Same Day,Consumer,West,Office Supplies,7.3
13/09/2015,Same Day,Consumer,West,Technology,199.98
13/09/2015,Same Day,Consumer,West,Technology,144.96
13/09/2015,Same Day,Consumer,West,Technology,118.0
13/09/2015,Same Day,Consumer,West,Office Supplies,48.94
13/09/2015,Same Day,Consumer,West,Office Supplies,22.66
21/06/2017,Standard Class,Corporate,Central,Office Supplies,0.836
03/09/2017,Standard Class,Corporate,East,Office Supplies,30.96
25/11/2018,Standard Class,Consumer,South,Furniture,723.92
12/05/2016,Standard Class,Consumer,Central,Furniture,21.968
12/05/2016,Standard Class,Consumer,Central,Technology,619.152
12/05/2016,Standard Class,Consumer,Central,Office Supplies,127.904
30/03/2018,Second Class,Consumer,West,Furniture,94.2
17/11/2017,First Class,Home Office,West,Office Supplies,49.5
30/12/2017,First Class,Corporate,East,Office Supplies,16.52
22/12/2017,Second Class,Home Office,West,Office Supplies,55.36
22/12/2017,Second Class,Home Office,West,Technology,11.56
20/12/2016,Second Class,Consumer,West,Office Supplies,17.12
27/12/2015,Second Class,Consumer,East,Furniture,182.352
27/12/2015,Second Class,Consumer,East,Office Supplies,118.16
16/02/2018,Standard Class,Consumer,Central,Office Supplies,18.368
16/02/2018,Standard Class,Consumer,Central,Furniture,600.558
16/02/2018,Standard Class,Consumer,Central,Office Supplies,50.352
16/02/2018,Standard Class,Consumer,Central,Office Supplies,28.032
16/02/2018,Standard Class,Consumer,Central,Furniture,7.692
24/10/2018,First Class,Consumer,Central,Furniture,517.405
02/09/2017,Second Class,Home Office,Central,Office Supplies,8.608
02/09/2017,Second Class,Home Office,Central,Technology,159.56
01/12/2017,Second Class,Corporate,South,Office Supplies,2104.55
01/12/2017,Second Class,Corporate,South,Office Supplies,40.7
05/11/2015,Standard Class,Home Office,South,Technology,47.79
25/11/2018,Standard Class,Consumer,West,Office Supplies,5.16
16/12/2017,Standard Class,Home Office,West,Technology,21.21
14/11/2018,Second Class,Corporate,East,Office Supplies,96.36
26/06/2017,Same Day,Corporate,West,Office Supplies,231.72
26/06/2017,Same Day,Corporate,West,Office Supplies,17.9
26/06/2017,Same Day,Corporate,West,Office Supplies,12.48
26/12/2015,Standard Class,Corporate,East,Office Supplies,8.016
14/08/2017,Standard Class,Corporate,East,Technology,259.896
14/08/2017,Standard Class,Corporate,East,Technology,247.188
14/08/2017,Standard Class,Corporate,East,Technology,279.96
24/10/2017,Standard Class,Home Office,West,Technology,450.0
23/08/2015,Second Class,Home Office,Central,Office Supplies,19.44
15/09/2018,Second Class,Home Office,West,Furniture,300.904
15/06/2018,Standard Class,Corporate,South,Technology,239.976
15/06/2018,Standard Class,Corporate,South,Furniture,31.168
15/06/2018,Standard Class,Corporate,South,Furniture,120.96
15/06/2018,Standard Class,Corporate,South,Technology,2239.936
15/06/2018,Standard Class,Corporate,South,Office Supplies,76.608
15/06/2018,Standard Class,Corporate,South,Office Supplies,142.776
15/06/2018,Standard Class,Corporate,South,Office Supplies,91.36
01/03/2016,Standard Class,Consumer,East,Office Supplies,3.552
23/07/2017,First Class,Consumer,Central,Technology,115.136
01/10/2015,Standard Class,Home Office,West,Office Supplies,4.71
08/09/2015,Standard Class,Home Office,East,Furniture,172.764
08/09/2015,Standard Class,Home Office,East,Office Supplies,3.52
16/11/2015,First Class,Corporate,West,Technology,79.968
16/11/2015,First Class,Corporate,West,Furniture,305.9745
16/11/2015,First Class,Corporate,West,Office Supplies,344.91
03/03/2015,Standard Class,Consumer,West,Furniture,626.352
03/12/2016,Standard Class,Consumer,West,Furniture,359.499
11/07/2018,Standard Class,Corporate,West,Technology,71.952
11/07/2018,Standard Class,Corporate,West,Office Supplies,29.8
16/11/2018,Second Class,Corporate,East,Office Supplies,1.824
12/06/2017,Second Class,Home Office,Central,Office Supplies,64.384
12/06/2017,Second Class,Home Office,Central,Furniture,6.984
12/06/2017,Second Class,Home Office,Central,Office Supplies,11.264
12/06/2017,Second Class,Home Office,Central,Office Supplies,15.552
12/06/2017,Second Class,Home Office,Central,Furniture,379.372
12/06/2017,Second Class,Home Office,Central,Office Supplies,67.536
12/06/2017,Second Class,Home Office,Central,Office Supplies,1.524
29/12/2017,Second Class,Home Office,South,Office Supplies,37.408
29/12/2017,Second Class,Home Office,South,Office Supplies,25.344
18/03/2018,Standard Class,Consumer,West,Office Supplies,46.2
27/12/2016,Standard Class,Corporate,South,Technology,4.728
27/12/2016,Standard Class,Corporate,South,Furniture,53.352
27/12/2016,Standard Class,Corporate,South,Furniture,131.104
27/12/2016,Standard Class,Corporate,South,Office Supplies,22.512
27/12/2016,Standard Class,Corporate,South,Technology,72.744
31/07/2016,Standard Class,Corporate,Central,Office Supplies,52.59
27/06/2018,Second Class,Corporate,West,Office Supplies,19.44
27/06/2018,Second Class,Corporate,West,Furniture,126.3
27/06/2018,Second Class,Corporate,West,Technology,1287.45
07/02/2015,Second Class,Corporate,East,Office Supplies,64.96
04/09/2017,Standard Class,Corporate,Central,Office Supplies,535.41
06/04/2018,Standard Class,Corporate,South,Office Supplies,8.1
08/12/2018,First Class,Consumer,East,Office Supplies,13.248
08/12/2018,First Class,Consumer,East,Technology,83.988
24/07/2017,First Class,Consumer,South,Office Supplies,73.2
09/11/2016,Same Day,Home Office,Central,Office Supplies,10.74
02/10/2016,First Class,Consumer,West,Furniture,11.032
02/10/2016,First Class,Consumer,West,Technology,53.04
22/11/2016,Second Class,Home Office,East,Office Supplies,17.12
22/11/2016,Second Class,Home Office,East,Office Supplies,59.94
02/02/2018,Standard Class,Corporate,West,Furniture,210.58
02/02/2018,Standard Class,Corporate,West,Office Supplies,30.96
02/02/2018,Standard Class,Corporate,West,Technology,239.984
16/06/2016,First Class,Consumer,East,Office Supplies,3050.376
16/06/2016,First Class,Consumer,East,Technology,133.98
05/05/2017,Standard Class,Home Office,South,Office Supplies,93.248
05/05/2017,Standard Class,Home Office,South,Technology,177.48
09/09/2018,First Class,Consumer,East,Office Supplies,17.712
09/09/2018,First Class,Consumer,East,Office Supplies,4.86
09/09/2018,First Class,Consumer,East,Office Supplies,6.258
22/07/2017,Standard Class,Corporate,East,Office Supplies,37.68
22/07/2017,Standard Class,Corporate,East,Office Supplies,51.84
22/07/2017,Standard Class,Corporate,East,Furniture,27.42
22/07/2017,Standard Class,Corporate,East,Office Supplies,5.4
31/01/2017,Standard Class,Home Office,South,Office Supplies,1270.99
31/01/2017,Standard Class,Home Office,South,Office Supplies,125.36
29/12/2017,Standard Class,Consumer,West,Office Supplies,14.03
29/12/2017,Standard Class,Consumer,West,Office Supplies,27.96
21/11/2016,Standard Class,Corporate,Central,Office Supplies,5.344
21/11/2016,Standard Class,Corporate,Central,Office Supplies,1.696
21/11/2016,Standard Class,Corporate,Central,Office Supplies,24.588
21/11/2016,Standard Class,Corporate,Central,Office Supplies,7.98
05/10/2016,Standard Class,Consumer,East,Technology,288.0
12/09/2017,Same Day,Home Office,West,Technology,146.952
12/09/2017,Same Day,Home Office,West,Furniture,83.136
14/09/2018,First Class,Corporate,South,Office Supplies,942.784
14/09/2018,First Class,Corporate,South,Office Supplies,74.352
23/02/2016,Standard Class,Home Office,East,Office Supplies,26.88
23/02/2016,Standard Class,Home Office,East,Office Supplies,10.896
05/12/2017,Second Class,Home Office,Central,Office Supplies,3.536
02/07/2017,First Class,Corporate,Central,Furniture,528.43
02/07/2017,First Class,Corporate,Central,Office Supplies,41.472
13/12/2018,Standard Class,Corporate,East,Furniture,287.976
20/03/2016,Second Class,Consumer,West,Office Supplies,29.304
01/03/2016,First Class,Corporate,Central,Office Supplies,55.328
01/03/2016,First Class,Corporate,Central,Furniture,1227.9984
15/09/2017,Standard Class,Corporate,West,Office Supplies,20.416
15/09/2017,Standard Class,Corporate,West,Furniture,1128.39
17/03/2018,Standard Class,Home Office,South,Office Supplies,4.608
28/05/2018,Standard Class,Corporate,West,Technology,195.96
28/05/2018,Standard Class,Corporate,West,Office Supplies,15.552
28/05/2018,Standard Class,Corporate,West,Technology,271.968
15/06/2018,Standard Class,Consumer,South,Furniture,698.352
15/06/2018,Standard Class,Consumer,South,Furniture,77.728
06/09/2016,Standard Class,Corporate,South,Office Supplies,46.62
18/03/2018,Standard Class,Consumer,Central,Technology,537.544
19/12/2015,First Class,Corporate,West,Office Supplies,14.62
19/12/2015,First Class,Corporate,West,Office Supplies,22.55
19/12/2015,First Class,Corporate,West,Technology,583.8
19/12/2015,First Class,Corporate,West,Technology,211.168
07/07/2017,Standard Class,Consumer,West,Office Supplies,12.96
07/07/2017,Standard Class,Consumer,West,Office Supplies,45.98
06/04/2017,Standard Class,Home Office,East,Technology,1294.75
08/05/2015,First Class,Consumer,East,Technology,1799.97
23/11/2018,Standard Class,Corporate,Central,Office Supplies,10.688
10/11/2017,First Class,Consumer,Central,Technology,221.98
10/11/2017,First Class,Consumer,Central,Furniture,341.96
31/12/2015,First Class,Corporate,East,Technology,34.77
31/12/2015,First Class,Corporate,East,Office Supplies,18.9
19/08/2018,Standard Class,Consumer,West,Office Supplies,102.72
12/09/2017,Standard Class,Corporate,East,Furniture,40.48
26/10/2018,Standard Class,Consumer,East,Office Supplies,33.282
26/10/2018,Standard Class,Consumer,East,Technology,118.65
26/10/2018,Standard Class,Consumer,East,Office Supplies,14.76
30/05/2018,Standard Class,Corporate,West,Office Supplies,37.52
08/03/2017,Standard Class,Corporate,Central,Office Supplies,207.144
08/03/2017,Standard Class,Corporate,Central,Office Supplies,13.9
26/07/2016,Standard Class,Corporate,West,Furniture,266.352
23/11/2016,Second Class,Consumer,East,Technology,307.98
23/11/2016,Second Class,Consumer,East,Office Supplies,44.1
23/11/2016,Second Class,Consumer,East,Office Supplies,13.12
23/11/2016,Second Class,Consumer,East,Office Supplies,16.56
23/11/2016,Second Class,Consumer,East,Office Supplies,38.88
28/11/2016,Standard Class,Consumer,Central,Office Supplies,335.52
03/11/2018,Standard Class,Consumer,South,Technology,959.984
03/11/2018,Standard Class,Consumer,South,Office Supplies,4.086
03/11/2018,Standard Class,Consumer,South,Office Supplies,55.984
03/11/2018,Standard Class,Consumer,South,Office Supplies,10.688
21/03/2018,Second Class,Consumer,East,Office Supplies,8.856
19/12/2016,First Class,Consumer,East,Office Supplies,6.912
02/04/2015,Second Class,Consumer,Central,Office Supplies,26.72
02/04/2015,Second Class,Consumer,Central,Office Supplies,33.488
05/06/2016,Standard Class,Corporate,Central,Office Supplies,10.56
06/10/2015,First Class,Corporate,Central,Office Supplies,386.34
21/08/2017,Second Class,Corporate,West,Office Supplies,33.44
15/11/2016,Standard Class,Home Office,South,Furniture,39.96
22/06/2016,Standard Class,Consumer,East,Office Supplies,1217.568
24/09/2018,Standard Class,Home Office,South,Office Supplies,15.51
24/09/2018,Standard Class,Home Office,South,Technology,89.9
24/09/2018,Standard Class,Home Office,South,Office Supplies,14.28
24/09/2018,Standard Class,Home Office,South,Office Supplies,12.72
24/09/2018,Standard Class,Home Office,South,Office Supplies,15.75
06/04/2015,Second Class,Corporate,West,Office Supplies,70.95
06/04/2015,Second Class,Corporate,West,Office Supplies,65.568
06/04/2015,Second Class,Corporate,West,Technology,299.97
09/02/2017,Standard Class,Corporate,West,Technology,89.97
09/02/2017,Standard Class,Corporate,West,Technology,31.86
18/11/2015,Second Class,Corporate,Central,Office Supplies,67.15
18/12/2018,Standard Class,Consumer,East,Office Supplies,7.236
18/12/2018,Standard Class,Consumer,East,Office Supplies,4.824
18/12/2018,Standard Class,Consumer,East,Office Supplies,91.36
18/12/2018,Standard Class,Consumer,East,Office Supplies,130.112
02/07/2016,First Class,Corporate,South,Technology,74.24
02/07/2016,First Class,Corporate,South,Furniture,159.84
02/07/2016,First Class,Corporate,South,Office Supplies,2.892
02/07/2016,First Class,Corporate,South,Office Supplies,9.392
08/10/2015,Second Class,Consumer,East,Office Supplies,123.92
22/09/2016,First Class,Consumer,East,Office Supplies,55.6
22/09/2016,First Class,Consumer,East,Technology,617.976
24/12/2018,Standard Class,Corporate,West,Office Supplies,21.312
13/10/2018,Standard Class,Corporate,West,Technology,209.94
13/10/2018,Standard Class,Corporate,West,Technology,31.984
13/10/2018,Standard Class,Corporate,West,Office Supplies,5083.96
20/08/2018,Standard Class,Home Office,South,Technology,35.96
11/09/2016,Standard Class,Home Office,East,Office Supplies,31.05
11/09/2016,Standard Class,Home Office,East,Furniture,8.92
11/09/2016,Standard Class,Home Office,East,Office Supplies,209.6
11/09/2016,Standard Class,Home Office,East,Office Supplies,111.04
11/09/2016,Standard Class,Home Office,East,Office Supplies,38.88
20/12/2016,Standard Class,Consumer,South,Office Supplies,36.27
20/09/2015,First Class,Consumer,Central,Furniture,493.43
20/09/2015,First Class,Consumer,Central,Technology,11.12
04/11/2017,Standard Class,Consumer,West,Technology,686.4
01/12/2018,Standard Class,Corporate,West,Office Supplies,15.92
01/12/2018,Standard Class,Corporate,West,Furniture,70.68
01/12/2018,Standard Class,Corporate,West,Office Supplies,541.24
10/10/2015,Same Day,Consumer,East,Technology,101.994
10/10/2015,Same Day,Consumer,East,Office Supplies,18.264
14/11/2018,Second Class,Consumer,Central,Office Supplies,21.99
13/08/2017,Standard Class,Consumer,Central,Office Supplies,185.376
13/08/2017,Standard Class,Consumer,Central,Office Supplies,58.924
17/09/2018,Standard Class,Consumer,East,Technology,480.0
17/09/2018,Standard Class,Consumer,East,Office Supplies,34.05
23/03/2016,First Class,Corporate,West,Office Supplies,192.72
23/03/2016,First Class,Corporate,West,Technology,239.97
30/06/2017,Second Class,Home Office,Central,Technology,50.12
20/10/2018,Standard Class,Corporate,South,Technology,15.984
20/10/2018,Standard Class,Corporate,South,Office Supplies,14.352
25/08/2015,Standard Class,Corporate,East,Office Supplies,6.528
25/08/2015,Standard Class,Corporate,East,Office Supplies,2.862
25/08/2015,Standard Class,Corporate,East,Office Supplies,20.856
27/07/2015,Second Class,Corporate,West,Office Supplies,276.28
01/12/2018,Standard Class,Home Office,West,Furniture,629.64
17/10/2017,Second Class,Home Office,Central,Technology,449.97
17/10/2017,Second Class,Home Office,Central,Office Supplies,1927.59
16/09/2017,First Class,Home Office,South,Furniture,121.78
01/12/2016,Standard Class,Home Office,West,Furniture,2676.672
05/08/2015,Standard Class,Consumer,Central,Furniture,489.23
15/08/2017,Standard Class,Consumer,West,Furniture,312.03
15/08/2017,Standard Class,Consumer,West,Office Supplies,17.94
15/08/2017,Standard Class,Consumer,West,Technology,165.6
15/08/2017,Standard Class,Consumer,West,Office Supplies,37.52
07/08/2016,Second Class,Corporate,South,Technology,494.97
07/08/2016,Second Class,Corporate,South,Office Supplies,25.06
31/05/2017,Standard Class,Consumer,Central,Furniture,32.064
31/05/2017,Standard Class,Consumer,Central,Office Supplies,18.496
31/05/2017,Standard Class,Consumer,Central,Furniture,191.079
31/05/2017,Standard Class,Consumer,Central,Office Supplies,10.368
01/07/2017,Same Day,Home Office,East,Office Supplies,30.53
01/07/2017,Same Day,Home Office,East,Technology,30.84
01/07/2017,Same Day,Home Office,East,Office Supplies,75.06
18/12/2017,First Class,Corporate,West,Technology,66.976
26/01/2016,Standard Class,Corporate,West,Office Supplies,182.72
28/10/2018,Standard Class,Consumer,East,Office Supplies,21.93
04/11/2018,Standard Class,Consumer,South,Technology,95.976
04/11/2018,Standard Class,Consumer,South,Technology,143.928
04/11/2018,Standard Class,Consumer,South,Office Supplies,3.564
04/11/2018,Standard Class,Consumer,South,Office Supplies,4.928
09/05/2017,Standard Class,Corporate,Central,Office Supplies,856.656
09/05/2017,Standard Class,Corporate,Central,Office Supplies,13.184
09/05/2017,Standard Class,Corporate,Central,Office Supplies,48.784
09/05/2017,Standard Class,Corporate,Central,Office Supplies,76.64
09/05/2017,Standard Class,Corporate,Central,Office Supplies,18.528
02/04/2015,Standard Class,Corporate,South,Furniture,177.68
28/04/2015,Standard Class,Corporate,East,Technology,159.98
04/10/2017,Standard Class,Corporate,South,Technology,52.68
04/10/2017,Standard Class,Corporate,South,Furniture,11.568
11/06/2018,Standard Class,Consumer,South,Office Supplies,4.572
30/01/2017,Standard Class,Consumer,Central,Technology,1439.968
30/01/2017,Standard Class,Consumer,Central,Office Supplies,1.728
30/01/2017,Standard Class,Consumer,Central,Furniture,626.1
27/09/2016,Second Class,Corporate,West,Office Supplies,99.2
13/04/2016,Standard Class,Consumer,Central,Furniture,609.98
13/04/2016,Standard Class,Consumer,Central,Furniture,211.372
13/04/2016,Standard Class,Consumer,Central,Technology,239.976
18/12/2018,Standard Class,Corporate,Central,Furniture,99.95
18/12/2018,Standard Class,Corporate,Central,Technology,29.34
14/03/2017,Standard Class,Corporate,Central,Furniture,16.74
27/08/2018,Same Day,Corporate,East,Office Supplies,12.672
27/08/2018,Same Day,Corporate,East,Technology,1119.888
17/12/2016,Second Class,Consumer,West,Office Supplies,204.85
17/12/2016,Second Class,Consumer,West,Technology,135.984
17/12/2016,Second Class,Consumer,West,Office Supplies,16.4
17/12/2016,Second Class,Consumer,West,Office Supplies,92.96
22/08/2015,Second Class,Consumer,South,Office Supplies,7.632
03/11/2017,First Class,Consumer,West,Office Supplies,4.158
03/11/2017,First Class,Consumer,West,Technology,179.991
10/10/2018,Standard Class,Consumer,Central,Furniture,239.358
07/12/2015,First Class,Home Office,West,Office Supplies,164.88
15/11/2015,Second Class,Corporate,West,Office Supplies,10.95
24/12/2018,Standard Class,Corporate,East,Office Supplies,19.44
24/12/2018,Standard Class,Corporate,East,Office Supplies,12.3
24/12/2015,First Class,Consumer,West,Office Supplies,13.97
22/12/2018,Standard Class,Consumer,South,Furniture,934.956
22/12/2018,Standard Class,Consumer,South,Technology,46.864
22/12/2018,Standard Class,Consumer,South,Office Supplies,26.16
22/12/2018,Standard Class,Consumer,South,Office Supplies,23.128
22/12/2018,Standard Class,Consumer,South,Office Supplies,59.24
08/08/2015,Second Class,Consumer,South,Furniture,155.456
20/09/2015,Standard Class,Corporate,West,Office Supplies,8.56
25/12/2018,First Class,Consumer,South,Furniture,21.0
25/12/2018,First Class,Consumer,South,Technology,120.0
25/11/2018,Standard Class,Consumer,Central,Technology,299.96
25/11/2018,Standard Class,Consumer,Central,Office Supplies,67.84
25/11/2018,Standard Class,Consumer,Central,Furniture,853.93
25/11/2018,Standard Class,Consumer,Central,Office Supplies,18.688
05/11/2017,First Class,Consumer,South,Furniture,273.96
05/11/2017,First Class,Consumer,South,Technology,89.97
05/11/2017,First Class,Consumer,South,Furniture,756.8
06/11/2018,Standard Class,Consumer,Central,Office Supplies,1.248
03/11/2017,Standard Class,Home Office,East,Technology,72.0
03/11/2017,Standard Class,Home Office,East,Furniture,470.155
30/12/2015,First Class,Consumer,South,Office Supplies,39.128
02/12/2018,Standard Class,Corporate,East,Office Supplies,19.728
02/12/2018,Standard Class,Corporate,East,Technology,151.188
24/03/2018,Standard Class,Consumer,East,Furniture,271.764
19/11/2015,First Class,Consumer,East,Technology,47.496
25/04/2018,Second Class,Consumer,West,Furniture,344.981
23/11/2018,First Class,Corporate,Central,Office Supplies,36.288
23/11/2018,First Class,Corporate,Central,Office Supplies,78.304
23/11/2018,First Class,Corporate,Central,Furniture,127.785
23/11/2018,First Class,Corporate,Central,Office Supplies,6.104
03/11/2015,Second Class,Corporate,East,Office Supplies,5.76
19/10/2016,Second Class,Consumer,Central,Office Supplies,1.72
06/02/2015,Second Class,Consumer,Central,Office Supplies,8.952
06/03/2017,Standard Class,Consumer,Central,Office Supplies,2.334
06/03/2017,Standard Class,Consumer,Central,Office Supplies,1.728
06/03/2017,Standard Class,Consumer,Central,Furniture,159.04
06/03/2017,Standard Class,Consumer,Central,Furniture,145.98
03/12/2016,Standard Class,Consumer,South,Furniture,77.952
03/12/2016,Standard Class,Consumer,South,Office Supplies,95.97
03/12/2016,Standard Class,Consumer,South,Technology,105.584
03/12/2016,Standard Class,Consumer,South,Office Supplies,9.344
24/12/2016,Standard Class,Corporate,Central,Furniture,9.68
24/12/2016,Standard Class,Corporate,Central,Technology,4899.93
01/10/2018,Standard Class,Home Office,West,Technology,104.75
16/10/2018,Standard Class,Corporate,South,Technology,18.528
16/10/2018,Standard Class,Corporate,South,Furniture,1875.258
15/08/2015,First Class,Consumer,South,Office Supplies,91.36
15/08/2015,First Class,Consumer,South,Office Supplies,152.24
11/11/2018,First Class,Consumer,Central,Technology,35.184
20/03/2018,Same Day,Consumer,Central,Office Supplies,56.704
20/03/2018,Same Day,Consumer,Central,Office Supplies,274.064
13/05/2018,Standard Class,Home Office,East,Furniture,458.43
22/06/2015,Same Day,Consumer,West,Office Supplies,8.226
02/12/2015,Standard Class,Corporate,South,Technology,5.95
02/12/2015,Standard Class,Corporate,South,Office Supplies,15.24
05/04/2016,Same Day,Consumer,West,Technology,239.94
05/04/2016,Same Day,Consumer,West,Office Supplies,23.84
18/11/2018,Same Day,Corporate,Central,Office Supplies,92.52
18/11/2018,Same Day,Corporate,Central,Office Supplies,37.76
18/11/2018,Same Day,Corporate,Central,Office Supplies,7.38
18/11/2018,Same Day,Corporate,Central,Furniture,5.82
12/07/2018,Standard Class,Consumer,East,Office Supplies,3.816
19/05/2018,Standard Class,Corporate,South,Office Supplies,26.16
20/12/2016,First Class,Home Office,Central,Technology,100.8
21/02/2017,First Class,Corporate,East,Furniture,135.8
18/03/2018,Standard Class,Corporate,West,Office Supplies,13.9
18/03/2018,Standard Class,Corporate,West,Office Supplies,19.4
17/12/2017,Standard Class,Corporate,West,Office Supplies,13.488
17/12/2017,Standard Class,Corporate,West,Office Supplies,11.416
26/03/2017,Second Class,Consumer,West,Office Supplies,17.64
26/03/2017,Second Class,Consumer,West,Office Supplies,17.04
16/12/2015,Second Class,Consumer,South,Technology,99.98
16/12/2015,Second Class,Consumer,South,Furniture,29.46
15/11/2016,Standard Class,Corporate,East,Office Supplies,166.92
22/08/2017,First Class,Home Office,West,Furniture,98.328
29/06/2016,First Class,Consumer,East,Furniture,117.882
26/06/2017,Standard Class,Corporate,East,Technology,20.97
26/06/2017,Standard Class,Corporate,East,Technology,139.96
26/06/2017,Standard Class,Corporate,East,Furniture,37.74
17/09/2017,Standard Class,Consumer,East,Furniture,14.82
17/09/2017,Standard Class,Consumer,East,Furniture,191.82
18/07/2015,Standard Class,Consumer,East,Office Supplies,13.904
01/09/2018,Same Day,Corporate,West,Office Supplies,314.6
01/09/2018,Same Day,Corporate,West,Furniture,283.56
22/06/2018,Standard Class,Home Office,Central,Furniture,487.96
02/09/2015,Standard Class,Consumer,South,Office Supplies,1793.98
01/10/2016,Standard Class,Consumer,Central,Office Supplies,2.992
01/10/2016,Standard Class,Consumer,Central,Technology,108.768
07/04/2016,First Class,Consumer,East,Office Supplies,25.92
07/04/2016,First Class,Consumer,East,Office Supplies,22.58
21/11/2018,Same Day,Consumer,Central,Technology,55.176
17/12/2017,Standard Class,Consumer,Central,Office Supplies,9892.74
19/09/2015,Standard Class,Corporate,West,Furniture,73.915
28/09/2015,Standard Class,Consumer,South,Furniture,337.088
22/09/2016,Second Class,Corporate,West,Office Supplies,61.44
07/11/2017,Standard Class,Corporate,West,Technology,479.97
16/12/2018,Second Class,Corporate,West,Office Supplies,5.984
16/12/2018,Second Class,Corporate,West,Technology,189.95
16/12/2018,Second Class,Corporate,West,Technology,149.95
16/12/2018,Second Class,Corporate,West,Office Supplies,29.95
16/12/2018,Second Class,Corporate,West,Office Supplies,44.4
