Order Date,Ship Mode,Segment,Region,Category
01/12/2018,Standard Class,Corporate,West,Office Supplies
10/10/2015,Same Day,Consumer,East,Technology
10/10/2015,Same Day,Consumer,East,Office Supplies
14/11/2018,Second Class,Consumer,Central,Office Supplies
13/08/2017,Standard Class,Consumer,Central,Office Supplies
13/08/2017,Standard Class,Consumer,Central,Office Supplies
17/09/2018,Standard Class,Consumer,East,Technology
17/09/2018,Standard Class,Consumer,East,Office Supplies
23/03/2016,First Class,Corporate,West,Office Supplies
23/03/2016,First Class,Corporate,West,Technology
30/06/2017,Second Class,Home Office,Central,Technology
20/10/2018,Standard Class,Corporate,South,Technology
20/10/2018,Standard Class,Corporate,South,Office Supplies
25/08/2015,Standard Class,Corporate,East,Office Supplies
25/08/2015,Standard Class,Corporate,East,Office Supplies
25/08/2015,Standard Class,Corporate,East,Office Supplies
27/07/2015,Second Class,Corporate,West,Office Supplies
01/12/2018,Standard Class,Home Office,West,Furniture
17/10/2017,Second Class,Home Office,Central,Technology
17/10/2017,Second Class,Home Office,Central,Office Supplies
16/09/2017,First Class,Home Office,South,Furniture
01/12/2016,Standard Class,Home Office,West,Furniture
05/08/2015,Standard Class,Consumer,Central,Furniture
15/08/2017,Standard Class,Consumer,West,Furniture
15/08/2017,Standard Class,Consumer,West,Office Supplies
15/08/2017,Standard Class,Consumer,West,Technology
15/08/2017,Standard Class,Consumer,West,Office Supplies
07/08/2016,Second Class,Corporate,South,Technology
07/08/2016,Second Class,Corporate,South,Office Supplies
31/05/2017,Standard Class,Consumer,Central,Furniture
31/05/2017,Standard Class,Consumer,Central,Office Supplies
31/05/2017,Standard Class,Consumer,Central,Furniture
31/05/2017,Standard Class,Consumer,Central,Office Supplies
01/07/2017,Same Day,Home Office,East,Office Supplies
01/07/2017,Same Day,Home Office,East,Technology
01/07/2017,Same Day,Home Office,East,Office Supplies
18/12/2017,First Class,Corporate,West,Technology
26/01/2016,Standard Class,Corporate,West,Office Supplies
28/10/2018,Standard Class,Consumer,East,Office Supplies
04/11/2018,Standard Class,Consumer,South,Technology
04/11/2018,Standard Class,Consumer,South,Technology
04/11/2018,Standard Class,Consumer,South,Office Supplies
04/11/2018,Standard Class,Consumer,South,Office Supplies
09/05/2017,Standard Class,Corporate,Central,Office Supplies
09/05/2017,Standard Class,Corporate,Central,Office Supplies
09/05/2017,Standard Class,Corporate,Central,Office Supplies
09/05/2017,Standard Class,Corporate,Central,Office Supplies
09/05/2017,Standard Class,Corporate,Central,Office Supplies
02/04/2015,Standard Class,Corporate,South,Furniture
28/04/2015,Standard Class,Corporate,East,Technology
04/10/2017,Standard Class,Corporate,South,Technology
04/10/2017,Standard Class,Corporate,South,Furniture
11/06/2018,Standard Class,Consumer,South,Office Supplies
30/01/2017,Standard Class,Consumer,Central,Technology
30/01/2017,Standard Class,Consumer,Central,Office Supplies
30/01/2017,Standard Class,Consumer,Central,Furniture
27/09/2016,Second Class,Corporate,West,Office Supplies
13/04/2016,Standard Class,Consumer,Central,Furniture
13/04/2016,Standard Class,Consumer,Central,Furniture
13/04/2016,Standard Class,Consumer,Central,Technology
18/12/2018,Standard Class,Corporate,Central,Furniture
18/12/2018,Standard Class,Corporate,Central,Technology
14/03/2017,Standard Class,Corporate,Central,Furniture
27/08/2018,Same Day,Corporate,East,Office Supplies
27/08/2018,Same Day,Corporate,East,Technology
17/12/2016,Second Class,Consumer,West,Office Supplies
17/12/2016,Second Class,Consumer,West,Technology
17/12/2016,Second Class,Consumer,West,Office Supplies
17/12/2016,Second Class,Consumer,West,Office Supplies
22/08/2015,Second Class,Consumer,South,Office Supplies
03/11/2017,First Class,Consumer,West,Office Supplies
03/11/2017,First Class,Consumer,West,Technology
10/10/2018,Standard Class,Consumer,Central,Furniture
07/12/2015,First Class,Home Office,West,Office Supplies
15/11/2015,Second Class,Corporate,West,Office Supplies
24/12/2018,Standard Class,Corporate,East,Office Supplies
24/12/2018,Standard Class,Corporate,East,Office Supplies
24/12/2015,First Class,Consumer,West,Office Supplies
22/12/2018,Standard Class,Consumer,South,Furniture
22/12/2018,Standard Class,Consumer,South,Technology
22/12/2018,Standard Class,Consumer,South,Office Supplies
22/12/2018,Standard Class,Consumer,South,Office Supplies
22/12/2018,Standard Class,Consumer,South,Office Supplies
08/08/2015,Second Class,Consumer,South,Furniture
20/09/2015,Standard Class,Corporate,West,Office Supplies
25/12/2018,First Class,Consumer,South,Furniture
25/12/2018,First Class,Consumer,South,Technology
25/11/2018,Standard Class,Consumer,Central,Technology
25/11/2018,Standard Class,Consumer,Central,Office Supplies
25/11/2018,Standard Class,Consumer,Central,Furniture
25/11/2018,Standard Class,Consumer,Central,Office Supplies
05/11/2017,First Class,Consumer,South,Furniture
05/11/2017,First Class,Consumer,South,Technology
05/11/2017,First Class,Consumer,South,Furniture
06/11/2018,Standard Class,Consumer,Central,Office Supplies
03/11/2017,Standard Class,Home Office,East,Technology
03/11/2017,Standard Class,Home Office,East,Furniture
30/12/2015,First Class,Consumer,South,Office Supplies
02/12/2018,Standard Class,Corporate,East,Office Supplies
02/12/2018,Standard Class,Corporate,East,Technology
24/03/2018,Standard Class,Consumer,East,Furniture
19/11/2015,First Class,Consumer,East,Technology
25/04/2018,Second Class,Consumer,West,Furniture
23/11/2018,First Class,Corporate,Central,Office Supplies
23/11/2018,First Class,Corporate,Central,Office Supplies
23/11/2018,First Class,Corporate,Central,Furniture
23/11/2018,First Class,Corporate,Central,Office Supplies
03/11/2015,Second Class,Corporate,East,Office Supplies
19/10/2016,Second Class,Consumer,Central,Office Supplies
06/02/2015,Second Class,Consumer,Central,Office Supplies
06/03/2017,Standard Class,Consumer,Central,Office Supplies
06/03/2017,Standard Class,Consumer,Central,Office Supplies
06/03/2017,Standard Class,Consumer,Central,Furniture
06/03/2017,Standard Class,Consumer,Central,Furniture
03/12/2016,Standard Class,Consumer,South,Furniture
03/12/2016,Standard Class,Consumer,South,Office Supplies
03/12/2016,Standard Class,Consumer,South,Technology
03/12/2016,Standard Class,Consumer,South,Office Supplies
24/12/2016,Standard Class,Corporate,Central,Furniture
24/12/2016,Standard Class,Corporate,Central,Technology
01/10/2018,Standard Class,Home Office,West,Technology
16/10/2018,Standard Class,Corporate,South,Technology
16/10/2018,Standard Class,Corporate,South,Furniture
15/08/2015,First Class,Consumer,South,Office Supplies
15/08/2015,First Class,Consumer,South,Office Supplies
11/11/2018,First Class,Consumer,Central,Technology
20/03/2018,Same Day,Consumer,Central,Office Supplies
20/03/2018,Same Day,Consumer,Central,Office Supplies
13/05/2018,Standard Class,Home Office,East,Furniture
22/06/2015,Same Day,Consumer,West,Office Supplies
02/12/2015,Standard Class,Corporate,South,Technology
02/12/2015,Standard Class,Corporate,South,Office Supplies
05/04/2016,Same Day,Consumer,West,Technology
05/04/2016,Same Day,Consumer,West,Office Supplies
18/11/2018,Same Day,Corporate,Central,Office Supplies
18/11/2018,Same Day,Corporate,Central,Office Supplies
18/11/2018,Same Day,Corporate,Central,Office Supplies
18/11/2018,Same Day,Corporate,Central,Furniture
12/07/2018,Standard Class,Consumer,East,Office Supplies
19/05/2018,Standard Class,Corporate,South,Office Supplies
20/12/2016,First Class,Home Office,Central,Technology
21/02/2017,First Class,Corporate,East,Furniture
18/03/2018,Standard Class,Corporate,West,Office Supplies
18/03/2018,Standard Class,Corporate,West,Office Supplies
17/12/2017,Standard Class,Corporate,West,Office Supplies
17/12/2017,Standard Class,Corporate,West,Office Supplies
26/03/2017,Second Class,Consumer,West,Office Supplies
26/03/2017,Second Class,Consumer,West,Office Supplies
16/12/2015,Second Class,Consumer,South,Technology
16/12/2015,Second Class,Consumer,South,Furniture
15/11/2016,Standard Class,Corporate,East,Office Supplies
22/08/2017,First Class,Home Office,West,Furniture
29/06/2016,First Class,Consumer,East,Furniture
26/06/2017,Standard Class,Corporate,East,Technology
26/06/2017,Standard Class,Corporate,East,Technology
26/06/2017,Standard Class,Corporate,East,Furniture
17/09/2017,Standard Class,Consumer,East,Furniture
17/09/2017,Standard Class,Consumer,East,Furniture
18/07/2015,Standard Class,Consumer,East,Office Supplies
01/09/2018,Same Day,Corporate,West,Office Supplies
01/09/2018,Same Day,Corporate,West,Furniture
22/06/2018,Standard Class,Home Office,Central,Furniture
02/09/2015,Standard Class,Consumer,South,Office Supplies
01/10/2016,Standard Class,Consumer,Central,Office Supplies
01/10/2016,Standard Class,Consumer,Central,Technology
07/04/2016,First Class,Consumer,East,Office Supplies
07/04/2016,First Class,Consumer,East,Office Supplies
21/11/2018,Same Day,Consumer,Central,Technology
17/12/2017,Standard Class,Consumer,Central,Office Supplies
19/09/2015,Standard Class,Corporate,West,Furniture
28/09/2015,Standard Class,Consumer,South,Furniture
22/09/2016,Second Class,Corporate,West,Office Supplies
07/11/2017,Standard Class,Corporate,West,Technology
16/12/2018,Second Class,Corporate,West,Office Supplies
16/12/2018,Second Class,Corporate,West,Technology
16/12/2018,Second Class,Corporate,West,Technology
16/12/2018,Second Class,Corporate,West,Office Supplies
16/12/2018,Second Class,Corporate,West,Office Supplies
21/09/2015,Standard Class,Home Office,East,Office Supplies
18/05/2016,Standard Class,Corporate,West,Office Supplies
26/03/2015,Second Class,Corporate,West,Office Supplies
26/03/2015,Second Class,Corporate,West,Office Supplies
26/03/2015,Second Class,Corporate,West,Technology
22/09/2018,Standard Class,Consumer,West,Office Supplies
12/09/2016,Second Class,Consumer,West,Technology
02/11/2016,First Class,Home Office,East,Furniture
20/10/2016,Standard Class,Consumer,West,Furniture
20/10/2016,Standard Class,Consumer,West,Furniture
14/06/2017,Standard Class,Corporate,West,Furniture
20/11/2016,First Class,Corporate,West,Office Supplies
20/11/2016,First Class,Corporate,West,Office Supplies
28/02/2017,Standard Class,Corporate,East,Office Supplies
14/10/2015,Standard Class,Consumer,Central,Office Supplies
14/10/2015,Standard Class,Consumer,Central,Office Supplies
14/10/2015,Standard Class,Consumer,Central,Office Supplies
26/05/2018,Standard Class,Consumer,South,Technology
04/02/2017,Standard Class,Consumer,East,Technology
02/09/2017,Second Class,Consumer,West,Furniture
02/09/2017,Second Class,Consumer,West,Office Supplies
04/12/2018,First Class,Corporate,East,Furniture
12/06/2016,Standard Class,Home Office,Central,Office Supplies
04/09/2017,Standard Class,Consumer,Central,Office Supplies
04/09/2017,Standard Class,Consumer,Central,Technology
21/04/2015,Standard Class,Corporate,South,Office Supplies
05/11/2016,First Class,Consumer,East,Office Supplies
05/11/2016,First Class,Consumer,East,Office Supplies
03/11/2015,Standard Class,Corporate,Central,Technology
16/02/2017,Standard Class,Consumer,South,Furniture
16/02/2017,Standard Class,Consumer,South,Office Supplies
11/09/2018,Second Class,Corporate,West,Technology
11/09/2018,Second Class,Corporate,West,Office Supplies
02/11/2018,Standard Class,Consumer,South,Office Supplies
06/02/2016,First Class,Corporate,South,Office Supplies
06/02/2016,First Class,Corporate,South,Office Supplies
10/09/2017,Second Class,Consumer,West,Office Supplies
26/09/2017,Standard Class,Corporate,Central,Office Supplies
26/09/2017,Standard Class,Corporate,Central,Furniture
15/12/2016,Standard Class,Corporate,South,Technology
17/09/2017,Second Class,Consumer,East,Office Supplies
13/10/2018,First Class,Consumer,South,Office Supplies
28/06/2016,Second Class,Corporate,East,Office Supplies
28/06/2016,Second Class,Corporate,East,Furniture
01/06/2016,Standard Class,Consumer,Central,Technology
01/06/2016,Standard Class,Consumer,Central,Office Supplies
01/06/2016,Standard Class,Consumer,Central,Technology
01/06/2016,Standard Class,Consumer,Central,Office Supplies
12/04/2015,Standard Class,Consumer,Central,Office Supplies
12/10/2018,Standard Class,Home Office,Central,Technology
12/10/2018,Standard Class,Home Office,Central,Office Supplies
12/10/2018,Standard Class,Home Office,Central,Technology
07/11/2016,Standard Class,Consumer,Central,Office Supplies
07/11/2016,Standard Class,Consumer,Central,Office Supplies
07/11/2016,Standard Class,Consumer,Central,Furniture
07/11/2016,Standard Class,Consumer,Central,Office Supplies
07/11/2016,Standard Class,Consumer,Central,Office Supplies
07/11/2016,Standard Class,Consumer,Central,Technology
25/05/2016,First Class,Corporate,Central,Office Supplies
25/05/2016,First Class,Corporate,Central,Office Supplies
25/05/2016,First Class,Corporate,Central,Technology
13/10/2015,First Class,Home Office,South,Office Supplies
13/10/2015,First Class,Home Office,South,Technology
13/10/2015,First Class,Home Office,South,Office Supplies
13/10/2015,First Class,Home Office,South,Office Supplies
07/02/2017,Second Class,Corporate,West,Technology
19/01/2018,Second Class,Consumer,East,Technology
19/01/2018,Second Class,Consumer,East,Furniture
19/01/2018,Second Class,Consumer,East,Furniture
19/01/2018,Second Class,Consumer,East,Office Supplies
06/06/2017,Standard Class,Home Office,West,Office Supplies
06/06/2017,Standard Class,Home Office,West,Office Supplies
18/03/2018,Second Class,Corporate,West,Office Supplies
24/11/2018,Same Day,Consumer,West,Office Supplies
26/11/2017,Second Class,Consumer,East,Office Supplies
18/08/2017,Second Class,Home Office,Central,Furniture
18/08/2017,Second Class,Home Office,Central,Furniture
28/11/2016,Standard Class,Home Office,West,Office Supplies
25/05/2018,Standard Class,Consumer,Central,Office Supplies
04/09/2018,First Class,Corporate,West,Office Supplies
24/03/2017,Second Class,Consumer,East,Furniture
24/03/2017,Second Class,Consumer,East,Office Supplies
28/05/2018,Standard Class,Corporate,East,Furniture
28/05/2018,Standard Class,Corporate,East,Office Supplies
31/08/2016,Standard Class,Home Office,West,Technology
12/04/2017,Standard Class,Corporate,South,Office Supplies
12/04/2017,Standard Class,Corporate,South,Office Supplies
12/04/2017,Standard Class,Corporate,South,Office Supplies
02/02/2015,Standard Class,Consumer,South,Office Supplies
02/02/2015,Standard Class,Consumer,South,Technology
02/09/2015,Standard Class,Consumer,Central,Technology
30/09/2018,Second Class,Home Office,West,Technology
05/09/2017,First Class,Corporate,East,Technology
20/05/2018,Standard Class,Consumer,West,Office Supplies
20/05/2018,Standard Class,Consumer,West,Technology
20/05/2018,Standard Class,Consumer,West,Office Supplies
20/09/2016,Standard Class,Consumer,Central,Office Supplies
23/01/2017,Standard Class,Corporate,East,Technology
23/01/2017,Standard Class,Corporate,East,Office Supplies
23/01/2017,Standard Class,Corporate,East,Office Supplies
01/06/2015,Standard Class,Corporate,Central,Office Supplies
01/06/2015,Standard Class,Corporate,Central,Office Supplies
24/09/2016,Second Class,Consumer,West,Office Supplies
24/09/2016,Second Class,Consumer,West,Technology
24/09/2016,Second Class,Consumer,West,Office Supplies
01/08/2017,Second Class,Consumer,East,Furniture
23/01/2015,Standard Class,Consumer,West,Office Supplies
04/08/2015,Standard Class,Corporate,East,Office Supplies
04/08/2015,Standard Class,Corporate,East,Office Supplies
04/08/2015,Standard Class,Corporate,East,Technology
09/08/2017,Standard Class,Home Office,South,Office Supplies
09/08/2017,Standard Class,Home Office,South,Office Supplies
08/12/2017,Standard Class,Consumer,Central,Furniture
08/12/2017,Standard Class,Consumer,Central,Furniture
08/06/2016,Standard Class,Consumer,Central,Technology
08/06/2016,Standard Class,Consumer,Central,Office Supplies
24/06/2017,Second Class,Consumer,West,Technology
24/06/2017,Second Class,Consumer,West,Office Supplies
24/06/2017,Second Class,Consumer,West,Office Supplies
15/03/2017,Standard Class,Home Office,South,Office Supplies
15/03/2017,Standard Class,Home Office,South,Office Supplies
01/12/2017,Same Day,Home Office,West,Furniture
01/12/2017,Same Day,Home Office,West,Office Supplies
01/12/2017,Same Day,Home Office,West,Office Supplies
01/12/2017,Same Day,Home Office,West,Office Supplies
12/06/2018,Second Class,Consumer,West,Technology
12/06/2018,Second Class,Consumer,West,Office Supplies
19/03/2017,Standard Class,Corporate,South,Office Supplies
14/11/2017,Standard Class,Consumer,East,Technology
14/11/2017,Standard Class,Consumer,East,Office Supplies
07/08/2018,Standard Class,Consumer,West,Technology
07/08/2018,Standard Class,Consumer,West,Office Supplies
07/08/2018,Standard Class,Consumer,West,Office Supplies
07/08/2018,Standard Class,Consumer,West,Technology
07/08/2018,Standard Class,Consumer,West,Office Supplies
07/08/2018,Standard Class,Consumer,West,Furniture
07/08/2018,Standard Class,Consumer,West,Furniture
07/08/2018,Standard Class,Consumer,West,Office Supplies
21/08/2016,Standard Class,Home Office,East,Office Supplies
21/08/2016,Standard Class,Home Office,East,Technology
21/08/2016,Standard Class,Home Office,East,Office Supplies
21/08/2016,Standard Class,Home Office,East,Office Supplies
21/08/2016,Standard Class,Home Office,East,Office Supplies
02/11/2016,Standard Class,Corporate,Central,Office Supplies
02/11/2016,Standard Class,Corporate,Central,Technology
30/11/2015,Standard Class,Consumer,West,Office Supplies
30/11/2015,Standard Class,Consumer,West,Technology
10/05/2015,Standard Class,Consumer,West,Office Supplies
10/05/2015,Standard Class,Consumer,West,Technology
10/05/2015,Standard Class,Consumer,West,Office Supplies
10/05/2015,Standard Class,Consumer,West,Furniture
17/10/2017,First Class,Consumer,East,Furniture
17/10/2017,First Class,Consumer,East,Office Supplies
30/10/2017,Standard Class,Corporate,East,Office Supplies
30/10/2017,Standard Class,Corporate,East,Office Supplies
01/12/2017,Standard Class,Corporate,West,Office Supplies
21/04/2017,Same Day,Consumer,East,Office Supplies
21/04/2017,Same Day,Consumer,East,Office Supplies
03/08/2018,Standard Class,Consumer,Central,Technology
03/08/2018,Second Class,Corporate,West,Office Supplies
11/12/2018,Second Class,Home Office,Central,Office Supplies
11/12/2018,Second Class,Home Office,Central,Office Supplies
14/03/2016,Standard Class,Consumer,West,Office Supplies
08/12/2015,Standard Class,Corporate,West,Furniture
08/12/2015,Standard Class,Corporate,West,Furniture
30/09/2018,First Class,Corporate,East,Office Supplies
21/11/2017,Standard Class,Corporate,West,Office Supplies
24/11/2018,Standard Class,Corporate,Central,Office Supplies
14/11/2018,First Class,Home Office,Central,Office Supplies
16/08/2016,Standard Class,Consumer,East,Office Supplies
16/08/2016,Standard Class,Consumer,East,Furniture
13/10/2018,First Class,Consumer,South,Office Supplies
13/10/2018,First Class,Consumer,South,Furniture
13/10/2018,First Class,Consumer,South,Office Supplies
04/11/2018,Same Day,Home Office,Central,Office Supplies
04/11/2018,Same Day,Home Office,Central,Office Supplies
04/11/2018,Same Day,Home Office,Central,Office Supplies
04/11/2018,Same Day,Home Office,Central,Office Supplies
19/03/2018,Standard Class,Corporate,West,Office Supplies
03/11/2015,Same Day,Home Office,West,Office Supplies
23/07/2018,First Class,Consumer,West,Office Supplies
23/07/2018,First Class,Consumer,West,Office Supplies
27/12/2015,Standard Class,Consumer,West,Office Supplies
02/09/2017,Standard Class,Consumer,West,Furniture
02/09/2017,Standard Class,Consumer,West,Office Supplies
02/09/2017,Standard Class,Consumer,West,Technology
02/09/2017,Standard Class,Consumer,West,Office Supplies
02/09/2017,Standard Class,Consumer,West,Furniture
02/09/2017,Standard Class,Consumer,West,Office Supplies
11/02/2018,First Class,Consumer,East,Furniture
27/10/2018,Standard Class,Corporate,South,Office Supplies
27/10/2018,Standard Class,Corporate,South,Office Supplies
27/10/2018,Standard Class,Corporate,South,Office Supplies
09/07/2015,Standard Class,Home Office,West,Office Supplies
09/07/2015,Standard Class,Home Office,West,Furniture
09/07/2015,Standard Class,Home Office,West,Office Supplies
09/07/2015,Standard Class,Home Office,West,Office Supplies
22/05/2018,Standard Class,Home Office,West,Office Supplies
22/05/2018,Standard Class,Home Office,West,Office Supplies
10/11/2017,Standard Class,Consumer,East,Office Supplies
10/11/2017,Standard Class,Consumer,East,Technology
02/12/2017,Standard Class,Corporate,Central,Office Supplies
02/03/2018,Standard Class,Corporate,West,Office Supplies
23/09/2018,Second Class,Consumer,South,Technology
23/09/2018,Second Class,Consumer,South,Office Supplies
11/02/2015,Second Class,Consumer,Central,Furniture
11/02/2015,Second Class,Consumer,Central,Office Supplies
11/02/2015,Second Class,Consumer,Central,Office Supplies
11/02/2015,Second Class,Consumer,Central,Furniture
11/02/2015,Second Class,Consumer,Central,Office Supplies
11/02/2015,Second Class,Consumer,Central,Office Supplies
11/11/2018,Second Class,Consumer,Central,Office Supplies
02/09/2018,Same Day,Home Office,West,Furniture
09/10/2016,Standard Class,Consumer,Central,Furniture
09/10/2016,Standard Class,Consumer,Central,Office Supplies
24/11/2018,Standard Class,Corporate,South,Office Supplies
24/11/2018,Standard Class,Corporate,South,Office Supplies
08/02/2015,First Class,Home Office,West,Furniture
25/09/2016,Same Day,Consumer,East,Furniture
25/09/2016,Same Day,Consumer,East,Office Supplies
21/08/2018,Standard Class,Consumer,East,Office Supplies
21/08/2018,Standard Class,Consumer,East,Office Supplies
12/05/2017,Standard Class,Corporate,East,Furniture
12/05/2017,Standard Class,Corporate,East,Technology
02/09/2018,Standard Class,Consumer,South,Office Supplies
10/10/2015,Same Day,Corporate,West,Office Supplies
26/05/2017,Second Class,Corporate,South,Office Supplies
26/05/2017,Second Class,Corporate,South,Technology
01/12/2018,Standard Class,Consumer,East,Office Supplies
01/12/2018,Standard Class,Consumer,East,Office Supplies
01/12/2018,Standard Class,Consumer,East,Furniture
20/09/2017,Standard Class,Home Office,West,Furniture
11/09/2018,Standard Class,Consumer,South,Office Supplies
30/12/2017,Standard Class,Consumer,South,Office Supplies
02/09/2018,Second Class,Consumer,West,Office Supplies
18/11/2015,Standard Class,Corporate,Central,Furniture
21/11/2016,First Class,Consumer,South,Furniture
19/06/2018,Standard Class,Home Office,Central,Office Supplies
19/06/2018,Standard Class,Home Office,Central,Furniture
30/11/2018,First Class,Consumer,East,Furniture
23/04/2015,Second Class,Home Office,West,Office Supplies
23/09/2015,First Class,Consumer,East,Office Supplies
23/09/2015,First Class,Consumer,East,Office Supplies
02/03/2018,Same Day,Corporate,Central,Office Supplies
17/11/2018,Second Class,Consumer,East,Office Supplies
28/05/2018,Standard Class,Corporate,East,Office Supplies
28/05/2018,Standard Class,Corporate,East,Furniture
18/04/2016,Second Class,Corporate,Central,Technology
18/04/2016,Second Class,Corporate,Central,Technology
18/04/2016,Second Class,Corporate,Central,Office Supplies
18/04/2016,Second Class,Corporate,Central,Office Supplies
18/04/2016,Second Class,Corporate,Central,Furniture
18/04/2016,Second Class,Corporate,Central,Technology
18/04/2016,Second Class,Corporate,Central,Office Supplies
18/04/2016,Second Class,Corporate,Central,Office Supplies
18/04/2016,Second Class,Corporate,Central,Office Supplies
19/09/2016,Standard Class,Home Office,West,Office Supplies
25/03/2015,Standard Class,Consumer,West,Office Supplies
25/03/2015,Standard Class,Consumer,West,Office Supplies
25/03/2015,Standard Class,Consumer,West,Technology
25/03/2015,Standard Class,Consumer,West,Office Supplies
26/08/2017,Standard Class,Corporate,East,Office Supplies
06/03/2018,Standard Class,Consumer,Central,Office Supplies
06/03/2018,Standard Class,Consumer,Central,Office Supplies
11/11/2016,Same Day,Corporate,Central,Office Supplies
11/11/2016,Same Day,Corporate,Central,Office Supplies
05/04/2017,Standard Class,Consumer,East,Technology
05/04/2017,Standard Class,Consumer,East,Office Supplies
21/02/2018,Standard Class,Consumer,Central,Technology
20/07/2018,Standard Class,Corporate,East,Office Supplies
20/07/2018,Standard Class,Corporate,East,Furniture
20/07/2018,Standard Class,Corporate,East,Furniture
04/11/2017,Standard Class,Consumer,Central,Furniture
04/11/2017,Standard Class,Consumer,Central,Furniture
23/09/2018,Standard Class,Consumer,West,Office Supplies
23/09/2018,Standard Class,Consumer,West,Furniture
23/09/2018,Standard Class,Consumer,West,Office Supplies
07/09/2018,First Class,Consumer,West,Furniture
07/09/2018,First Class,Consumer,West,Technology
07/09/2018,First Class,Consumer,West,Office Supplies
28/11/2016,First Class,Consumer,West,Office Supplies
12/11/2016,Standard Class,Consumer,East,Office Supplies
29/09/2017,Standard Class,Corporate,West,Technology
11/09/2018,Second Class,Consumer,South,Office Supplies
11/09/2018,Second Class,Consumer,South,Office Supplies
01/05/2018,First Class,Consumer,South,Furniture
01/05/2018,First Class,Consumer,South,Office Supplies
16/09/2018,Standard Class,Corporate,West,Office Supplies
19/10/2015,Second Class,Corporate,West,Office Supplies
19/10/2015,Second Class,Corporate,West,Office Supplies
19/10/2015,Second Class,Corporate,West,Office Supplies
19/10/2015,Second Class,Corporate,West,Office Supplies
19/10/2015,Second Class,Corporate,West,Technology
13/03/2017,Standard Class,Home Office,West,Office Supplies
17/02/2018,First Class,Home Office,East,Furniture
17/02/2018,First Class,Home Office,East,Office Supplies
17/02/2018,First Class,Home Office,East,Technology
17/02/2018,First Class,Home Office,East,Furniture
17/02/2018,First Class,Home Office,East,Furniture
22/12/2017,Standard Class,Consumer,West,Furniture
22/12/2017,Standard Class,Consumer,West,Furniture
23/09/2017,Standard Class,Corporate,West,Office Supplies
23/09/2017,Standard Class,Corporate,West,Furniture
24/09/2018,First Class,Consumer,Central,Furniture
24/09/2018,First Class,Consumer,Central,Office Supplies
01/12/2016,Standard Class,Home Office,Central,Office Supplies
01/12/2016,Standard Class,Home Office,Central,Office Supplies
01/12/2016,Standard Class,Home Office,Central,Office Supplies
25/01/2017,Second Class,Corporate,East,Office Supplies
25/01/2017,Second Class,Corporate,East,Furniture
25/01/2017,Second Class,Corporate,East,Furniture
25/01/2017,Second Class,Corporate,East,Office Supplies
21/03/2018,Standard Class,Home Office,West,Office Supplies
21/03/2018,Standard Class,Home Office,West,Office Supplies
21/03/2018,Standard Class,Home Office,West,Furniture
21/03/2018,Standard Class,Home Office,West,Office Supplies
22/08/2015,First Class,Consumer,Central,Office Supplies
08/06/2015,Standard Class,Consumer,East,Office Supplies
08/06/2015,Standard Class,Consumer,East,Office Supplies
07/04/2017,First Class,Corporate,East,Office Supplies
07/11/2018,Second Class,Corporate,East,Furniture
29/05/2016,First Class,Corporate,East,Furniture
29/05/2016,First Class,Corporate,East,Furniture
29/05/2016,First Class,Corporate,East,Office Supplies
07/05/2018,Standard Class,Consumer,West,Technology
05/06/2017,Standard Class,Corporate,West,Office Supplies
14/12/2016,Second Class,Consumer,West,Technology
25/12/2018,Standard Class,Consumer,East,Technology
17/12/2018,Standard Class,Corporate,Central,Office Supplies
10/05/2017,Standard Class,Consumer,Central,Office Supplies
23/12/2015,Second Class,Consumer,South,Office Supplies
23/12/2015,Second Class,Consumer,South,Furniture
23/12/2015,Second Class,Consumer,South,Office Supplies
23/12/2015,Second Class,Consumer,South,Office Supplies
23/12/2015,Second Class,Consumer,South,Office Supplies
11/08/2018,Standard Class,Home Office,East,Office Supplies
27/08/2018,Standard Class,Consumer,West,Furniture
19/01/2018,Standard Class,Consumer,East,Office Supplies
19/01/2018,Standard Class,Consumer,East,Office Supplies
19/01/2018,Standard Class,Consumer,East,Office Supplies
19/01/2018,Standard Class,Consumer,East,Office Supplies
19/06/2016,Standard Class,Home Office,Central,Office Supplies
13/03/2018,First Class,Corporate,Central,Technology
25/10/2016,Same Day,Corporate,West,Furniture
20/09/2015,First Class,Consumer,East,Technology
20/09/2015,First Class,Consumer,East,Furniture
20/09/2015,First Class,Consumer,East,Furniture
20/09/2015,First Class,Consumer,East,Office Supplies
20/09/2015,First Class,Consumer,East,Office Supplies
20/09/2015,First Class,Consumer,East,Technology
11/11/2017,Standard Class,Consumer,Central,Office Supplies
16/09/2016,Standard Class,Consumer,South,Office Supplies
24/06/2015,Standard Class,Consumer,West,Furniture
12/08/2017,Second Class,Consumer,East,Furniture
12/08/2017,Second Class,Consumer,East,Office Supplies
13/04/2018,Standard Class,Corporate,East,Office Supplies
14/03/2015,First Class,Home Office,Central,Technology
14/03/2015,First Class,Home Office,Central,Office Supplies
22/09/2018,Second Class,Consumer,East,Technology
22/09/2018,Second Class,Consumer,East,Furniture
10/12/2018,First Class,Consumer,East,Office Supplies
10/12/2018,First Class,Consumer,East,Furniture
10/03/2017,Second Class,Corporate,West,Office Supplies
27/01/2016,First Class,Consumer,West,Furniture
26/09/2017,First Class,Corporate,Central,Office Supplies
18/10/2016,Standard Class,Consumer,West,Technology
18/10/2016,Standard Class,Consumer,West,Office Supplies
